PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
VariableCost,NDPTh,CR,DIST_DSL,,,1,2018,,,,,,13.2688
VariableCost,NDPTh,CR,DIST_DSL,,,1,2019,,,,,,11.9222
VariableCost,NDPTh,CR,DIST_DSL,,,1,2020,,,,,,8.5117
VariableCost,NDPTh,CR,DIST_DSL,,,1,2021,,,,,,11.9222
VariableCost,NDPTh,CR,DIST_DSL,,,1,2022,,,,,,12.1487
VariableCost,NDPTh,CR,DIST_DSL,,,1,2023,,,,,,12.3795
VariableCost,NDPTh,CR,DIST_DSL,,,1,2024,,,,,,12.6147
VariableCost,NDPTh,CR,DIST_DSL,,,1,2025,,,,,,12.8544
VariableCost,NDPTh,CR,DIST_DSL,,,1,2026,,,,,,13.0986
VariableCost,NDPTh,CR,DIST_DSL,,,1,2027,,,,,,13.3475
VariableCost,NDPTh,CR,DIST_DSL,,,1,2028,,,,,,13.6011
VariableCost,NDPTh,CR,DIST_DSL,,,1,2029,,,,,,13.8595
VariableCost,NDPTh,CR,DIST_DSL,,,1,2030,,,,,,14.1228
VariableCost,NDPTh,CR,DIST_DSL,,,1,2031,,,,,,14.3911
VariableCost,NDPTh,CR,DIST_DSL,,,1,2032,,,,,,14.6645
VariableCost,NDPTh,CR,DIST_DSL,,,1,2033,,,,,,14.9431
VariableCost,NDPTh,CR,DIST_DSL,,,1,2034,,,,,,15.227
VariableCost,NDPTh,CR,DIST_DSL,,,1,2035,,,,,,15.5163
VariableCost,NDPTh,CR,DIST_DSL,,,1,2036,,,,,,15.8111
VariableCost,NDPTh,CR,DIST_DSL,,,1,2037,,,,,,16.1115
VariableCost,NDPTh,CR,DIST_DSL,,,1,2038,,,,,,16.4176
VariableCost,NDPTh,CR,DIST_DSL,,,1,2039,,,,,,16.7295
VariableCost,NDPTh,CR,DIST_DSL,,,1,2040,,,,,,17.0474
VariableCost,NDPTh,CR,DIST_DSL,,,1,2041,,,,,,17.3713
VariableCost,NDPTh,CR,DIST_DSL,,,1,2042,,,,,,17.7014
VariableCost,NDPTh,CR,DIST_DSL,,,1,2043,,,,,,18.0377
VariableCost,NDPTh,CR,DIST_DSL,,,1,2044,,,,,,18.3804
VariableCost,NDPTh,CR,DIST_DSL,,,1,2045,,,,,,18.7296
VariableCost,NDPTh,CR,DIST_DSL,,,1,2046,,,,,,19.0855
VariableCost,NDPTh,CR,DIST_DSL,,,1,2047,,,,,,19.4481
VariableCost,NDPTh,CR,DIST_DSL,,,1,2048,,,,,,19.8176
VariableCost,NDPTh,CR,DIST_DSL,,,1,2049,,,,,,20.1941
VariableCost,NDPTh,CR,DIST_DSL,,,1,2050,,,,,,20.5778
VariableCost,NDPTh,CR,DIST_GSL,,,1,2018,,,,,,14.9253
VariableCost,NDPTh,CR,DIST_GSL,,,1,2019,,,,,,13.1679
VariableCost,NDPTh,CR,DIST_GSL,,,1,2020,,,,,,8.7136
VariableCost,NDPTh,CR,DIST_GSL,,,1,2021,,,,,,13.1679
VariableCost,NDPTh,CR,DIST_GSL,,,1,2022,,,,,,13.4181
VariableCost,NDPTh,CR,DIST_GSL,,,1,2023,,,,,,13.673
VariableCost,NDPTh,CR,DIST_GSL,,,1,2024,,,,,,13.9328
VariableCost,NDPTh,CR,DIST_GSL,,,1,2025,,,,,,14.1975
VariableCost,NDPTh,CR,DIST_GSL,,,1,2026,,,,,,14.4673
VariableCost,NDPTh,CR,DIST_GSL,,,1,2027,,,,,,14.7422
VariableCost,NDPTh,CR,DIST_GSL,,,1,2028,,,,,,15.0223
VariableCost,NDPTh,CR,DIST_GSL,,,1,2029,,,,,,15.3077
VariableCost,NDPTh,CR,DIST_GSL,,,1,2030,,,,,,15.5985
VariableCost,NDPTh,CR,DIST_GSL,,,1,2031,,,,,,15.8949
VariableCost,NDPTh,CR,DIST_GSL,,,1,2032,,,,,,16.1969
VariableCost,NDPTh,CR,DIST_GSL,,,1,2033,,,,,,16.5046
VariableCost,NDPTh,CR,DIST_GSL,,,1,2034,,,,,,16.8182
VariableCost,NDPTh,CR,DIST_GSL,,,1,2035,,,,,,17.1377
VariableCost,NDPTh,CR,DIST_GSL,,,1,2036,,,,,,17.4633
VariableCost,NDPTh,CR,DIST_GSL,,,1,2037,,,,,,17.7951
VariableCost,NDPTh,CR,DIST_GSL,,,1,2038,,,,,,18.1332
VariableCost,NDPTh,CR,DIST_GSL,,,1,2039,,,,,,18.4777
VariableCost,NDPTh,CR,DIST_GSL,,,1,2040,,,,,,18.8288
VariableCost,NDPTh,CR,DIST_GSL,,,1,2041,,,,,,19.1865
VariableCost,NDPTh,CR,DIST_GSL,,,1,2042,,,,,,19.551
VariableCost,NDPTh,CR,DIST_GSL,,,1,2043,,,,,,19.9225
VariableCost,NDPTh,CR,DIST_GSL,,,1,2044,,,,,,20.301
VariableCost,NDPTh,CR,DIST_GSL,,,1,2045,,,,,,20.6867
VariableCost,NDPTh,CR,DIST_GSL,,,1,2046,,,,,,21.0797
VariableCost,NDPTh,CR,DIST_GSL,,,1,2047,,,,,,21.4802
VariableCost,NDPTh,CR,DIST_GSL,,,1,2048,,,,,,21.8883
VariableCost,NDPTh,CR,DIST_GSL,,,1,2049,,,,,,22.3042
VariableCost,NDPTh,CR,DIST_GSL,,,1,2050,,,,,,22.728
VariableCost,NDPTh,CR,DIST_LPG,,,1,2018,,,,,,12.2979
