PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2022,,,,,,56.6874
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2023,,,,,,56.6874
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2024,,,,,,56.6874
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2025,,,,,,56.7966
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2026,,,,,,56.9063
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2027,,,,,,57.0163
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2028,,,,,,57.1268
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2029,,,,,,57.2378
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2030,,,,,,57.3491
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2031,,,,,,57.4609
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2032,,,,,,57.5731
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2033,,,,,,57.6858
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2034,,,,,,57.7989
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2035,,,,,,57.9125
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2036,,,,,,58.0265
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2037,,,,,,58.1409
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2038,,,,,,58.2558
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2039,,,,,,58.3712
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2040,,,,,,58.487
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2041,,,,,,58.6033
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2042,,,,,,58.72
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2043,,,,,,58.8372
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2044,,,,,,58.9549
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2045,,,,,,59.073
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2046,,,,,,59.1917
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2047,,,,,,59.3108
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2048,,,,,,59.4303
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2049,,,,,,59.5504
FixedCost,NDPMC7A1,CR,TRBUSHYD,,,,2050,,,,,,59.6709
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2018,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2019,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2020,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2021,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2022,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2023,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2024,,,,,,85.89
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2025,,,,,,86.0555
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2026,,,,,,86.2216
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2027,,,,,,86.3884
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2028,,,,,,86.5558
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2029,,,,,,86.7239
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2030,,,,,,86.8926
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2031,,,,,,87.062
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2032,,,,,,87.232
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2033,,,,,,87.4027
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2034,,,,,,87.5741
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2035,,,,,,87.7462
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2036,,,,,,87.9189
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2037,,,,,,88.0923
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2038,,,,,,88.2664
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2039,,,,,,88.4412
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2040,,,,,,88.6167
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2041,,,,,,88.7928
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2042,,,,,,88.9697
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2043,,,,,,89.1473
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2044,,,,,,89.3256
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2045,,,,,,89.5046
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2046,,,,,,89.6843
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2047,,,,,,89.8648
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2048,,,,,,90.046
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2049,,,,,,90.2279
FixedCost,NDPMC7A1,CR,TRBUSPHD,,,,2050,,,,,,90.4105
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2018,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2019,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2020,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2021,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2022,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2023,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2024,,,,,,179.16
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2025,,,,,,179.5052
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2026,,,,,,179.8517
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2027,,,,,,180.1996
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2028,,,,,,180.5488
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2029,,,,,,180.8994
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2030,,,,,,181.2514
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2031,,,,,,181.6047
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2032,,,,,,181.9594
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2033,,,,,,182.3155
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2034,,,,,,182.6729
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2035,,,,,,183.0318
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2036,,,,,,183.3921
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2037,,,,,,183.7538
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2038,,,,,,184.117
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2039,,,,,,184.4816
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2040,,,,,,184.8476
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2041,,,,,,185.2151
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2042,,,,,,185.5841
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2043,,,,,,185.9545
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2044,,,,,,186.3264
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2045,,,,,,186.6998
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2046,,,,,,187.0747
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2047,,,,,,187.4511
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2048,,,,,,187.829
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2049,,,,,,188.2085
FixedCost,NDPMC7A1,CR,TRMBUSDSL,,,,2050,,,,,,188.5895
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2018,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2019,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2020,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2021,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2022,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2023,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2024,,,,,,105.1
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2025,,,,,,105.3025
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2026,,,,,,105.5058
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2027,,,,,,105.7099
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2028,,,,,,105.9147
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2029,,,,,,106.1204
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2030,,,,,,106.3268
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2031,,,,,,106.5341
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2032,,,,,,106.7422
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2033,,,,,,106.9511
FixedCost,NDPMC7A1,CR,TRMBUSLPG,,,,2034,,,,,,107.1608
